"No.","URL","Detection","Registration","Host Country","Canadian Content","Risk","Type","Detected By","IP","Regulation","Canada Regulation","Payment Service","Google Analytics","Phone Number","Physical Location","Action"
"816","http://megatrustlite.com","2024-12-06","2024-12-02","","","Critical","Investment","","193.23.118.183","registeredx"">Details","","","","+16193520294","","Save                                 Edit                                 Close                             "">                                                                                                       crypto invest safe invest us get lifetim incom invest profession crypto industri develop team uniqu robot trade manag oper without user intervent invest propos mega trust employe ensur everi investor compani earn money basic plan daili deposit day standard plan daili deposit day varieti plan daili deposit day fix plan daili deposit day children scholarship plan daili deposit day gener commiss commiss charg mega trust market limit platform work relat profit receiv investor compani commiss 0.5 recClose"">"
"817","http://fightforlives.co.uk","2024-12-06","2024-12-01","","","Critical","Investment","","52.33.207.7","licensedregulatedgovernedx"">Details","","paypalvisamastercarddiscoverapple paygoogle payx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       bonu casino site uk best deposit bonus avail best uk casino discov best onlin casino claim exclus bonus bonuscasinosites.co.uk regularli updat top uk casino tabl base critic review current popular top uk casino tabl introduct casino bonus casino bonusesar one import featur onlin casino player especi uk market promot offer given onlin casino attract new player reward loyal custom bonus come mani differ form rang welcom packag free spin cashback offer loyalti reward no-deposit bonus import casino Close"">"
"818","http://luckystar-casino.in","2024-12-06","2024-05-14","","","Critical","Investment","","172.67.200.168","registeredlicensedcompliantx"">Details","","discoverx"">Details","","288002920301207789","3, Chytron Street, Flat/Office 301, P.C. 1075 Nicosia, Cyprus","Save                                 Edit                                 Close                             "">                                                                                                       lucki star casino review indian player lucki star onlin casino popular gambl site among indian player oper legal curacao licens player find gambl option across variou categori includ popular aviat game fast account registr via social network avail click youll unlimit access casino featur indian player also download function mobil app play go read detail review lucki star onlin casino regist new account indian player choos lucki star sever reason indian player choos lucki star onlin casino real-mClose"">"
"819","http://411iscoming.com","2024-12-06","2024-12-02","","","High","Investment","","35.193.49.228","","","discoverx"">Details","","+17144371000","714) 437-1000, Address, 1735 Flight Way, Suite 350 Tustin, California, 92782, USA","Save                                 Edit                                 Close                             "">                                                                                                       welcom offici web site home work featur watch video user say ask question knowledg inform boost solana trade sol sniper bot autom trade use best solana sniper bot solana trade bot sol trade bot work connect wallet start secur connect solana wallet bot platform ensur full encrypt safeti asset everi transact set paramet defin trade prefer token target slippag toler maximum buy/sel limit custom set suit trade strategi real-tim token scan bot continu scan solana blockchain new token launch lucr tradClose"">"
"820","http://supercommunity.vip","2024-12-06","2024-12-06","","","Critical","Investment","","88.223.87.42","regulatedcontrolledrecognizedx"">Details","","discoverx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       welcom super commun cryptocurr digit virtual form currenc use cryptographi secur financi transact oper decentr blockchain technolog us discov incred valu unlock amaz deal without break bank `` cryptocurr groundbreak digit asset util blockchain technolog facilit secur transpar decentr financi transact unlik convent currenc control regul govern central bank cryptocurr function peer-to-p network enabl user directli exchang valu without involv intermediari bank decentr structur support cryptograph tClose"">"
"821","http://pinnaclesholdings.com","2024-12-06","2024-12-02","","","Critical","Investment","","82.197.80.215","registeredauthorizedx"">Details","","","","","5845 Widewaters Pkwy Suite 300, East Syracuse, NY 13057, United States","Save                                 Edit                                 Close                             "">                                                                                                       support pinnaclesholdings.com grow financ digit currenc solar power scheme invest digit currenc real estat modern construct great altern invest provid hedg complement mainstream financi system valu usd pinnacl hold global invest firm base new york unit state around sinc 's spread 's servic wing world unthink geograph region access servic compani launch goal creat invest platform power enough institut investor gener roi investor real estat construct solar power scheme satisfi custom totClose"">"
"822","http://securedtrustedcapital.online","2024-12-06","2024-12-03","","","Critical","Investment","","195.35.49.162","registeredlicensedcertifiedx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       sever year experi freedom without sacrific gain financi freedom easi count one five freedom without sacrific gain financi freedom easi count one five freedom without sacrific gain financi freedom easi count one five freedom without sacrific gain financi freedom easi count one five take bold step toward financi freedom secur trust capit global invest compani regist ober bahnhofstrass bellinzona switzerland 20th day june 2020. provid client lifetim opportuin invest profit stabl invest platform capClose"">"
"823","http://gold365in.in","2024-12-06","2024-12-06","","","Critical","Investment","","170.39.213.43","registeredauthorizedx"">Details","","discovergoogle payx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       gold365in.in welcom gold365 discov ultim onlin bet experi gold365 dive top-tier sport bet includ cricket footbal tenni site also includ interest casino live dealer slot mani card game gold365 provid unriv bet game experi 24/7 custom assist signific incent join us today everi bet bring closer win big gold365 gold365 premier onlin platform sport bet casino game india known reliabl gold365 offer impress varieti game bet option slot game poker blackjack roulett there someth everi game enthusiast joiClose"">"
"824","http://cryptokharid.com","2024-12-06","2024-12-02","","","Critical","Investment","","46.249.100.91","licensedcompliantx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       world 's fastest grow crypto web app buy +200 cryptocurr use ton network buy trade origin crypto exchang buy get onlin crypto coin accept ton crypto-curr sale open okx exchang trust partner worldwid 're partner countless major organis around globe introduc nefa credit card subject cardhold reward term avail applic advanc trade tool profession access non-stop avail provid premium access crypto trade individu institut high liquid reliabl order execut constant uptim rang power api set traClose"">"
"825","http://gotrde-finendowus.com","2024-12-06","2024-12-02","","","Critical","Investment","","147.79.79.179","controlledx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       connect right broker whether experienc beginn connect right broker everyth gotrde-finendowus.com uk lead trade invest compani year industri experi read three simpl step startearn creat account make deposit earn get paid creat solut yourinvest need busi financ strategi devis implement busi strategi drive successfor entir busi divis technolog asset portfolio resourc alloc balanc optim mani compet asset initi achiev deep last improv organ decis process organ design effect effici process requir crosClose"">"
"826","http://aimingbot.com","2024-12-06","2024-12-02","","","Critical","Investment","","147.79.72.152","","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       iaiquantifi simpl secur way enter crypto ai quantifi look easi use iai ai quantifi site trust bitcoin miner provid best servic ai quantifi connect us get profit iai ai quantifi one lead cryptocurr ai quantifi platform need purchas hardwar devic manag devic offer cryptocurr ai quantifi capac everi rang newcom mission make acquir cryptocurr easi fast everyon iaiquantifi offer top featur iai ai quantifi cryptocurr cloud ai quantifi platform advanc ai quantifi cryptocurr equip site mainten facil cheClose"">"
"827","http://gftrade.online","2024-12-06","2024-12-03","","","Critical","Investment","","77.37.37.96","","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       social connect lead provid invest advisori solut question contact info show way success busi individu consult .. idea better invest .. provid invest consult resourc forex trade base market analysi conserv financi project anticip annual return invest backer next five year client asset advis start invest team success launch scale three tech startup past five year result averag roi previou investor reason choos custom valid 've conduct extens beta test user receiv overwhelmingli posit feedbackClose"">"
"828","http://skoutventure.com","2024-12-06","2024-12-02","","","Critical","Investment","","92.113.28.73","registeredcertifiedx"">Details","","","","","838 All. du Rionzi 9, 1028 Préverenges, Switzerland","Save                                 Edit                                 Close                             "">                                                                                                       contact info empow innov fuel growth skout ventur provid solut grow busi skout ventur invest vision build futur best financi analysi run promot platform support client grow invest free taxat plan onlin platform youll control financi invest trade platform support type real estat invest consult manag util money make sure get good profit us experienc special profession busi inclin profit invest compani right tool expert help grow invest support rais fund run promot rank platform support grow fund rClose"">"
"829","http://11xplayid.in","2024-12-06","2024-09-24","","","Critical","Investment","","217.21.92.135","registeredx"">Details","","paypalvisamastercarddiscovergoogle payx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       11xplay india 's trust live sport bet onlin casino 11xplay premier sport bet exchang india renown reliabl trustworthi offer divers rang sport exchang market live casino experi popular casino tabl game design indian player mind 11xplay deliv immers secur game environ make top choic sport casino enthusiast across countri sinc incept 11xplay becom india 's third-largest sport exchang platform consist priorit safe legal environ indian user cater especi cricket fan 11xplay provid sport bet Close"">"
"830","http://ultimateprime.live","2024-12-06","2024-12-06","","","High","Investment","","92.112.182.66","registeredx"">Details","","","","","1445 Monroe Dr NE APT C33, Atlanta, GA 30324","Save                                 Edit                                 Close                             "">                                                                                                       crypto mine best way passiv incom invest amount particip profit cryptocurr mine earn per day without knowledg experi ultimateprime.l diversif main idea gener term focu mine one cryptocurr analyz futur price alway choos best way cloud mine techniqu use crypto-cloud mine give excel result pass investor proven infrastructur use latest equip profession select configur allow achiev even higher result rel low level invest explor four basic step start earn sign regist free account start first step passClose"">"
"831","http://auf-casino.eu","2024-12-06","2024-12-06","","","Critical","Investment","","172.232.219.218","registeredlicensedregulatedx"">Details","","visamastercardx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       auf casino auf casino new onlin gambl site launch summer 2024. afu casino welcom new casino player gener bonu pack top 25. casino game provid feel overwhelm daili hustl bustl seek seren captiv escap look dear reader casino offer gateway seren cosmo embark unparallel journey perfect alway chase next frontier dare explor cosmic expans welcom dazzl supernova welcom bonu offer plu cashback launch auf casino brought silverd b.v. compani regist establish law curaao season player igam industri alongsidClose"">"
"832","http://astrofortune.pro","2024-12-06","2024-12-06","","","Critical","Investment","","147.79.103.58","","","","","88007775353","","Save                                 Edit                                 Close                             "">                                                                                                       trade profit aiai trade ecosystem cutting-edg ai trade strategi invest solutionsfor maxim profit minim risk un financi market infin invest portal astro fortun ai-pow gateway smarter trade success advanc ai-pow invest strategi unlock potenti cutting-edg ai analyz market trend execut smart data-driven trade maxim return precis 24/7 automatedtrad system ai oper around clock make real-tim decis base live market data ensur optim invest outcom without human intervent tailor ai-driveninvest plan choos Close"">"
"833","http://futur-capital.com","2024-12-06","2024-12-02","","","Critical","Investment","","92.113.18.128","certifiedx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       contact info welcom futur capit pathway financi success welcom futur capit certifi insur welcom futur capit provid 24/7 onlin support present video futur capit profit trust invest program establish strong team highli skill trader invest consult offlin onlin invest market put invest new highli remun innov project offer great return along today compani profession team develop busi know much put invest know achiev maximum incom constantli diversifi invest portfolio build stronger connect worldwid mClose"">"
"834","http://profit-coinmining-global.com","2024-12-06","2024-12-02","","","Critical","Investment","","45.67.14.178","registeredcertifiedx"">Details","","paypalvisamastercarddiscoverx"">Details","","","7009 Disney Lane Slim Av. Brooklyn Bridge, NY","Save                                 Edit                                 Close                             "">                                                                                                       profitableinvestmentsin cryptocurr tradersonlin totalregist dealstoday style switcher bodi skin layout style best easi way invest regist reliabl invest platform trust regist creat account creat trade account easi step fund trade account fund account make payment state wallet address websit withdraw profit securedli place withdraw get without delay via mean payout us commerci websit point futur invest profit coinmin global profitcoinminingglob vn base compani involv trade cryptocurr profitcoinminClose"">"
"835","http://hendrixoptions.live","2024-12-06","2024-12-06","","","High","Investment","","89.117.9.215","registeredlicensedregulatedx"">Details","","discoverx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       get freedom market trade cryptocurr stock indic commod forex singl account individu investor act consist investor specul let top trader job covest allow automat copi top perform trader achiev return individu investor act consist investor specul less commiss forex crypto index stock energi commod market analysi andtrad inspir thrive network expert client hendrixopt open door mani opportun power market insight top trade setup industri extens connect profession trader explor market pace short onlinClose"">"
"836","http://aladdinplus.org","2024-12-06","2024-12-03","","","Critical","Investment","","185.230.63.186","registeredauthorizedrecognizedx"">Details","","paypaldiscoverx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       iotapow iotapow pioneer futur digit asset iota adopt iotapow dedic promot potenti access iota global servic name iotapow regist locat samoa offic locat malaysia main target market europ asia busi activ promot use benefit iota cryptocurr provid program assist acquir iota introduc cryptocurr wallet card offer consult servic tailor beginn cryptocurr corpor philosophi strive advanc digit economi promot blockchain next-gener technolog widespread adopt cryptocurr servic iota promot program offer worksClose"">"
"837","http://poderco-operation.com","2024-12-06","2024-12-02","","","Critical","Investment","","185.151.30.154","","","discoverx"">Details","","","1816 Crowchild Trail NW #700, Calgary, AB T2M 3Y7, Canada","Save                                 Edit                                 Close                             "">                                                                                                       menu corpor partner make invest team financ technolog industri veteran dedic empow servic investor excit asset class date founder combin decad worth experi lead organ like e trade uber tradeit lightspe financi bring poder co-oper real estat welcom poder co-oper special real estat invest pave way prosper properti keen eye opportun commit excel 're dedic navig dynam landscap real estat deliv sustain return valu investor cryptocurr poder co-oper 've develop sophist strategi gener revenu iClose"">"
"838","http://allproofs.pro","2024-12-06","2024-12-06","","","Critical","Investment","","141.136.43.73","registeredx"">Details","","","","","11 Leadenhall Street, London, United Kingdom, EC3V 1LP","Save                                 Edit                                 Close                             "">                                                                                                       achiev secur return maxim profit join team season trade expert dedic grow wealth secur invest option manag comfort home financi freedom step away experienc team experienc team year experi success oper daili trade bring profit uk regist compani compani uk regist form 17th novemb 2020. strong ddo protect use ddos-guard protect keep client transact oper secur mode .. allproofs.pro limit uk regist trade hous consist year experienc team deal success forex trade crypto trade variou platform like bitmeClose"">"
"839","http://ncenterprises.co.in","2024-12-06","2024-06-07","","","Critical","Investment","","104.21.92.195","","","","","9399050457","Madhya Pradesh PIN Code: 452001","Save                                 Edit                                 Close                             "">                                                                                                       watch money grow us start invest stock mutual fund ipo pm bond lot explor divers rang financi product tailor goal benefit expert guidanc insight market analysi secur financi futur strateg invest choic join commun savvi investor today watch wealth grow contact us today provid support everi stage oper begin end result first name last name email phone number messag get start us nc enterpris financi servic group 7+ year commit lend help hand set turn dream realiti practic advic team expert everi steClose"">"
"840","http://ratorkbit-app.com","2024-12-06","2024-12-02","","","Critical","Investment","","172.67.222.216","registeredlicensedauthorizedx"">Details","","discoverx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       warn due extrem high media demand close registr dd/mm/yyyy hurri mm ss ratorkbit app unleash potenti autom crypto trade join flourish commun free autom trade best strategi top technolog revolution cryptocurr trade world-class broker secur embark journey ratorkbit app sign unleash boundless possibl ratorkbit app effortlessli complet seamless registr procedur simpli furnish inform sign-up section verifi email author discov manifold advantag ratorkbit app free charg fund account upon author delv haClose"">"
"841","http://finowex.com","2024-12-06","2024-12-02","","","Critical","Investment","","78.46.40.217","registeredx"">Details","","stripex"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       invest made easi ai bot go long short go finowex join transpar social trade network copi top perform leader differ broker easili reach invest goal truth ... trade easi that 11-26 manual investor end win beat odd ai bot trade know investor make profit copi top ai bot correctli work leader join finowex connect account share trade strategi finowex rank leader base perform stabil behavior outlook investor select leader copi accord invest capit risk appetit outlook wide varieti instrument whether ai Close"">"
"842","http://cryptosoftware.online","2024-12-06","2024-12-03","","","High","Investment","","147.79.72.59","","","paypalx"">Details","","","","Save                                 Edit                                 Close                             "">                                                                                                       cryptosoftware.onlin download bitcoin adder v7.1 new updat month licens razor tool premium softwar month licens cg cudo miner softwar pro v2.2 month licens btc flash usdt ethereum flash apk month licens bitcoin gener mine v8.9 month licens bitcoin gener phone tx-miner month licens bitcoin adder v7.1 new updat lifetim licens bitcoin flasher chrome edit v.7 month licens flash bitcoin tool v6.5.1 month licens usdt flash month licens softwar premium limit technolog btc mner pro v9.2 month licens cloClose"">"
"843","http://elsub.com.ng","2024-12-06","2024-12-06","","","Critical","Investment","","198.54.125.54","registeredx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       elsub elsub elsub welcom elsub offer afford data bundl earn commiss whenev person refer make data purchas websit app enjoy data avail network autom use cutting-edg technolog run servic data deliveri wallet fund autom airtim top-up data purchas autom get deliv almost instantli ... reliabl elsub fulli optim platform reliabl depend get valu transact carri us.enjoy prompt deliveri servic purchas elsub deliv valu everi transact custom 's support well train custom support agent alway avail 24/7 hClose"">"
"844","http://fxestradingint.com","2024-12-05","2024-12-01","","","Critical","Investment","","198.54.116.91","controlledx"">Details","","","","","2-2 Messogion Avenue, 21st floor, Athina 115 27, Greece","Save                                 Edit                                 Close                             "">                                                                                                       forexinvest invest servic tailoredto meet individu need forex tradingcrypto signal connect right broker whether experienc beginn connect right broker everyth fxe trade uk lead trade invest compani year industri experi read three simpl step startearn creat account make deposit earn get paid creat solut yourinvest need busi financ strategi devis implement busi strategi drive successfor entir busi divis technolog asset portfolio resourc alloc balanc optim mani compet asset initi achiev deep last imClose"">"
"845","http://financialtrader.org","2024-12-05","2024-12-02","","","Critical","Investment","","45.67.14.178","","","discoverx"">Details","","","456 Elm Street, Springfield, IL 67890, USA","Save                                 Edit                                 Close                             "">                                                                                                       financialtrad financialtrad invest made easi take control financi futur financialtrad innov approach wealth manag empow maxim return minim risk track fund stay updat invest conveni receiv return start receiv return pave way prosper futur unlock extra valu maxim return exclus bonu opportun invest us 12k+ total investor 100k+ total deposit start today interest maxim financi potenti let help kickstart invest journey profit increas choos option pick invest option array select open account start inveClose"">"
"846","http://cryptomake.net","2024-12-05","2024-12-01","","","Critical","Investment","","203.161.45.11","registeredx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       earn hour autom payment invest get payout hour 3580.32 2233.90 crypto make best unlimit referr bonu promot crypto make earn unlimit referr commiss referr link join affili program affili program great way grow earn 's easi join us blockchain ecosystem get trade big profit trade calcul blockchain ecosystem ssl secur system secur protect use ddo protect ssl 24/7 friendli support provid 24/7 friendli support crypto make 're alway respons take care get fast payout get autom payment instantlClose"">"
"847","http://alp-capital.net","2024-12-05","2024-12-01","","","Critical","Investment","","216.24.57.1","approvedmonitoredx"">Details","","","","","","Save                                 Edit                                 Close                             "">                                                                                                       home digit asset invest take charg tomorrow start today invest alpari capit invest plan plan silver plan day plan b bronz plan day plan c gold plan day minimum maximum tenur day princip return referr commiss start day plan diamond plan day minimum maximum 99.999 tenur day princip return referr commiss start day compound advanc packag 15day fortun advanc packag day key featur alpari capit invest believ new world alpari capit invest perfect option want earn massiv incom trade account low risk expeClose"">"
"848","http://urbanbankinvestment.com","2024-12-05","2024-12-01","","","Critical","Investment","","23.88.73.116","registeredlicensedregulatedcertifiedx"">Details","","","","+447435461008","","Save                                 Edit                                 Close                             "">                                                                                                       urban bank invest financi life paid urban bank invest believ open door opportun peopl especi door secur futur person invest invest effect way put money work potenti build wealth structur invest alloc context person goal analysisstatist help identifi appropri invest target evalu current financi posit recommend specif way achiev better return lower risk regist licens unit kingdom trust invest strategi invest effect way put money work potenti build wealth urban bank invest structur invest alloc conClose"">"
"849","http://fidelequity.ltd","2024-12-05","2024-12-05","","","Critical","Investment","","198.12.66.123","","","","","","388-390 Greenwich St.New York,NY 10013 US","Save                                 Edit                                 Close                             "">                                                                                                       power low risk best return invest experienc trade expert help make good profit secur digit asset access portfolio anywher anytim fidelequity.ltd fidelequity.ltd fast grow onlin trade invest access portfolio anywher devic give path succeess 're charg financi futur fidelequity.ltd want provid ad valu develop afford custom-mad financi servic investor worldwid combin technolog financi knowledg fidelequity.ltd creat high-qual cost-effect financi servic everyon invest worldwid best return invest Close"">"
